age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,month_n,day_of_week_n,poutcome_n
54.0,364.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45.0,367.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
31.0,30.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6.0,1.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
31.0,175.0,3.0,7.0,3.0,-1.8,93.876,-40.0,0.697,5008.7,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
27.0,186.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,3.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0
28.0,383.0,1.0,22.0,1.0,-1.7,94.055,-39.8,0.729,4991.6,6.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0
39.0,644.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
38.0,154.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,3.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0
46.0,89.0,5.0,999.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.0,233.0,2.0,999.0,0.0,-2.9,92.201,-31.4,0.869,5076.2,6.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0
54.0,128.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,3.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0
60.0,59.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,164.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
53.0,183.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.966,5228.1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
44.0,312.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,3.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
26.0,173.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,4.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
42.0,108.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,4.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0
33.0,181.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36.0,55.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
28.0,70.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.881,5076.2,2.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
49.0,61.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
31.0,90.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
30.0,70.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
25.0,163.0,1.0,6.0,1.0,-2.9,92.201,-31.4,0.861,5076.2,2.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0
42.0,261.0,1.0,6.0,1.0,-1.7,94.027,-38.3,0.898,4991.6,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0
44.0,260.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,6.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
55.0,63.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,2.0,0.0,6.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0
33.0,353.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
51.0,134.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
35.0,510.0,3.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
31.0,225.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
49.0,152.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.259,5099.1,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
30.0,308.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
56.0,487.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,6.0,2.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0
31.0,295.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
38.0,157.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,3.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0
34.0,379.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,4.0,0.0,4.0,0.0,1.0,1.0,1.0,5.0,4.0,0.0
48.0,188.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
59.0,152.0,4.0,999.0,0.0,-3.4,92.431,-26.9,0.72,5017.5,5.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0
51.0,170.0,1.0,999.0,0.0,-0.2,92.756,-45.9,3.488,5176.3,3.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
30.0,330.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,4.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
43.0,101.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0
56.0,133.0,1.0,3.0,1.0,-3.4,92.431,-26.9,0.733,5017.5,5.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0
27.0,75.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
44.0,230.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
39.0,199.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0
47.0,72.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,5.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
26.0,61.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
51.0,127.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
31.0,66.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
29.0,402.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0
32.0,500.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,6.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
36.0,85.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
43.0,174.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,55.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0
54.0,377.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,2.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0
32.0,61.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,2.0,0.0,6.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0
32.0,55.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,1.0,6.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
41.0,366.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
48.0,360.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
39.0,182.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46.0,340.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
40.0,111.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,357.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,172.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
33.0,62.0,2.0,999.0,0.0,-1.8,93.876,-40.0,0.684,5008.7,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
48.0,265.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33.0,98.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,4.0,1.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
48.0,196.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,3.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
30.0,144.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
45.0,193.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0
54.0,243.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
50.0,359.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0
43.0,458.0,6.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
40.0,261.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
44.0,218.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
39.0,158.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
45.0,138.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
30.0,282.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0
37.0,347.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,4.0,1.0,4.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
26.0,167.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
66.0,618.0,1.0,999.0,0.0,-1.8,93.369,-34.8,0.646,5008.7,5.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0
22.0,23.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
31.0,64.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
25.0,277.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.531,5099.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0
39.0,502.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
49.0,259.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0
30.0,285.0,3.0,999.0,1.0,-1.8,92.893,-46.2,1.291,5099.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
32.0,153.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,2.0,1.0,6.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0
40.0,158.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29.0,211.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,7.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
29.0,283.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
40.0,80.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
50.0,460.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,5.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0
42.0,212.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,4.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0
33.0,329.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
29.0,392.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.262,5076.2,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
29.0,195.0,2.0,3.0,3.0,-1.7,94.215,-40.3,0.835,4991.6,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
29.0,36.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
36.0,16.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0
52.0,171.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
26.0,57.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
53.0,456.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
41.0,89.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
39.0,188.0,5.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,3.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0
47.0,330.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
36.0,333.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
41.0,293.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0
31.0,82.0,2.0,999.0,1.0,-2.9,92.469,-33.6,1.044,5076.2,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
54.0,298.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,2.0,0.0,6.0,1.0,0.0,0.0,1.0,5.0,4.0,0.0
39.0,91.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,6.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
44.0,102.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0
30.0,165.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0
25.0,29.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
49.0,430.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30.0,263.0,2.0,6.0,2.0,-1.8,93.369,-34.8,0.655,5008.7,4.0,0.0,4.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0
42.0,107.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
33.0,244.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,4.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
48.0,240.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
29.0,487.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0
48.0,182.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
49.0,246.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
52.0,379.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
36.0,14.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
36.0,268.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
57.0,295.0,1.0,3.0,2.0,-3.4,92.649,-30.1,0.716,5017.5,5.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0
58.0,89.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,5.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0
30.0,241.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
45.0,233.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,82.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0
37.0,459.0,1.0,999.0,0.0,-3.4,92.649,-30.1,0.722,5017.5,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
59.0,36.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,103.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
57.0,612.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
51.0,99.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,5.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
28.0,102.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.531,5099.1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0
33.0,496.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
53.0,172.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,5.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
31.0,343.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
46.0,336.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
28.0,73.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
50.0,186.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
54.0,533.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
55.0,212.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
40.0,171.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
50.0,81.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
35.0,102.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
43.0,188.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0
35.0,66.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,6.0,2.0,6.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0
59.0,137.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0
42.0,109.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,6.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0
50.0,169.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,363.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
66.0,210.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.259,5099.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
56.0,250.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,4.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
29.0,116.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
36.0,235.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,2.0,0.0,5.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0
43.0,250.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
50.0,200.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,3.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0
33.0,468.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
53.0,141.0,2.0,999.0,1.0,-1.7,94.027,-38.3,0.898,4991.6,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
39.0,64.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,4.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0
41.0,103.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
51.0,78.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
42.0,61.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.967,5228.1,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
27.0,245.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,113.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
45.0,158.0,1.0,999.0,1.0,-3.4,92.649,-30.1,0.715,5017.5,2.0,0.0,6.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0
